QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberWaiting,NumberWaitingQF,Available,AvailableQF,Unavailable,UnavailableQF,MedicalTotal,MedicalTotalQF,MedicalOtherMedicalCondition,MedicalOtherMedicalConditionQF,MedicalIndefinitelyUnavailable,MedicalIndefinitelyUnavailableQF,MedicalOther,MedicalOtherQF,PatientAdvisedTotal,PatientAdvisedTotalQF,PatientAdvisedHoliday,PatientAdvisedHolidayQF,PatientAdvisedPersonalCommitment,PatientAdvisedPersonalCommitmentQF,PatientAdvisedWorkCommitment,PatientAdvisedWorkCommitmentQF,PatientAdvisedCarerCommitment,PatientAdvisedCarerCommitmentQF,PatientAdvisedAcademicCommitment,PatientAdvisedAcademicCommitmentQF,PatientAdvisedJuryDuty,PatientAdvisedJuryDutyQF,PatientAdvisedWeather,PatientAdvisedWeatherQF,PatientAdvisedIndefinitelyUnavailable,PatientAdvisedIndefinitelyUnavailableQF,PatientAdvisedOther,PatientAdvisedOtherQF,PatientRequestedTotal,PatientRequestedTotalQF,PatientRequestedNamedConsultant,PatientRequestedNamedConsultantQF,PatientRequestedTreatedLocalHealthBoard,PatientRequestedTreatedLocalHealthBoardQF,SuspensionExceptionalCircumstances,SuspensionExceptionalCircumstancesQF,PFBUnavailability,PFBUnavailabilityQF
20211231,S08000022,,Inpatient/Day case,A2,,42,,41,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000022,,Inpatient/Day case,A2,,62,,62,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20121231,S08000022,,Inpatient/Day case,H2,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130331,S08000022,,Inpatient/Day case,H2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130630,S08000022,,Inpatient/Day case,H2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130930,S08000022,,Inpatient/Day case,H2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20131231,S08000022,,Inpatient/Day case,H2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140331,S08000022,,Inpatient/Day case,H2,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140630,S08000022,,Inpatient/Day case,H2,,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140930,S08000022,,Inpatient/Day case,H2,,120,,120,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20141231,S08000022,,Inpatient/Day case,H2,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150331,S08000022,,Inpatient/Day case,H2,,21,,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150630,S08000022,,Inpatient/Day case,H2,,32,,32,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150930,S08000022,,Inpatient/Day case,H2,,30,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20151231,S08000022,,Inpatient/Day case,H2,,20,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160331,S08000022,,Inpatient/Day case,H2,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160630,S08000022,,Inpatient/Day case,H2,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160930,S08000022,,Inpatient/Day case,H2,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000022,,Inpatient/Day case,H2,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170331,S08000022,,Inpatient/Day case,H2,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000022,,Inpatient/Day case,H2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000022,,Inpatient/Day case,H2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000022,,Inpatient/Day case,H2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000022,,Inpatient/Day case,H2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000022,,Inpatient/Day case,H2,,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000022,,Inpatient/Day case,H2,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000022,,Inpatient/Day case,H2,,13,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000022,,Inpatient/Day case,H2,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,H2,,25,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,H2,,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,H2,,21,,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000022,,Inpatient/Day case,H2,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000022,,Inpatient/Day case,H2,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000022,,Inpatient/Day case,H2,,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000022,,Inpatient/Day case,H2,,23,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210331,S08000022,,Inpatient/Day case,H2,,12,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210630,S08000022,,Inpatient/Day case,H2,,23,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000022,,Inpatient/Day case,H2,,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20211231,S08000022,,Inpatient/Day case,H2,,12,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000022,,Inpatient/Day case,H2,,16,,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20151231,S08000022,,Inpatient/Day case,AFA,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20220331,S08000022,,Inpatient/Day case,AFA,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20121231,S08000022,,Inpatient/Day case,D1,,32,,26,,6,,3,,0,,0,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,
20130331,S08000022,,Inpatient/Day case,D1,,29,,26,,3,,3,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130630,S08000022,,Inpatient/Day case,D1,,38,,35,,3,,3,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130930,S08000022,,Inpatient/Day case,D1,,40,,33,,7,,2,,0,,0,,2,,5,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,
20131231,S08000022,,Inpatient/Day case,D1,,24,,20,,4,,1,,1,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140331,S08000022,,Inpatient/Day case,D1,,29,,26,,3,,1,,1,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140630,S08000022,,Inpatient/Day case,D1,,47,,44,,3,,0,,0,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140930,S08000022,,Inpatient/Day case,D1,,59,,55,,4,,1,,1,,0,,0,,3,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20141231,S08000022,,Inpatient/Day case,D1,,71,,59,,12,,0,,0,,0,,0,,11,,1,,10,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20150331,S08000022,,Inpatient/Day case,D1,,76,,63,,13,,2,,2,,0,,0,,11,,1,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150630,S08000022,,Inpatient/Day case,D1,,99,,91,,8,,0,,0,,0,,0,,8,,2,,4,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150930,S08000022,,Inpatient/Day case,D1,,26,,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20151231,S08000022,,Inpatient/Day case,D1,,94,,93,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160331,S08000022,,Inpatient/Day case,D1,,108,,107,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160630,S08000022,,Inpatient/Day case,D1,,84,,80,,4,,1,,1,,0,,0,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160930,S08000022,,Inpatient/Day case,D1,,57,,53,,4,,1,,1,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000022,,Inpatient/Day case,D1,,57,,52,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170331,S08000022,,Inpatient/Day case,D1,,58,,58,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000022,,Inpatient/Day case,D1,,71,,70,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000022,,Inpatient/Day case,D1,,81,,81,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000022,,Inpatient/Day case,D1,,77,,77,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000022,,Inpatient/Day case,D1,,103,,103,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000022,,Inpatient/Day case,D1,,118,,117,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000022,,Inpatient/Day case,D1,,109,,109,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000022,,Inpatient/Day case,D1,,114,,112,,2,,1,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000022,,Inpatient/Day case,D1,,159,,158,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,D1,,92,,91,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,D1,,85,,84,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,D1,,108,,106,,2,,1,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000022,,Inpatient/Day case,D1,,144,,144,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000022,,Inpatient/Day case,D1,,143,,143,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000022,,Inpatient/Day case,D1,,158,,158,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000022,,Inpatient/Day case,D1,,108,,108,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210331,S08000022,,Inpatient/Day case,D1,,115,,115,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210630,S08000022,,Inpatient/Day case,D1,,38,,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000022,,Inpatient/Day case,D1,,64,,64,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20211231,S08000022,,Inpatient/Day case,D1,,74,,74,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000022,,Inpatient/Day case,D1,,83,,83,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,A7,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,A7,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,A7,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20121231,S08000022,,Inpatient/Day case,C5,,270,,238,,32,,9,,0,,0,,9,,23,,0,,0,,0,,0,,0,,0,,0,,0,,23,,0,,0,,0,,0,,0,
20130331,S08000022,,Inpatient/Day case,C5,,270,,244,,26,,7,,0,,0,,7,,19,,0,,0,,0,,0,,0,,0,,0,,0,,19,,0,,0,,0,,0,,0,
20130630,S08000022,,Inpatient/Day case,C5,,219,,187,,32,,7,,0,,0,,7,,25,,0,,1,,0,,0,,0,,0,,0,,0,,24,,0,,0,,0,,0,,0,
20130930,S08000022,,Inpatient/Day case,C5,,179,,157,,22,,8,,4,,0,,4,,14,,0,,1,,1,,0,,0,,0,,0,,0,,12,,0,,0,,0,,0,,0,
20131231,S08000022,,Inpatient/Day case,C5,,238,,199,,39,,4,,4,,0,,0,,29,,4,,21,,2,,0,,1,,0,,0,,0,,1,,6,,6,,0,,0,,0,
20140331,S08000022,,Inpatient/Day case,C5,,223,,189,,34,,7,,7,,0,,0,,23,,3,,17,,1,,0,,2,,0,,0,,0,,0,,4,,4,,0,,0,,0,
20140630,S08000022,,Inpatient/Day case,C5,,203,,177,,26,,4,,4,,0,,0,,20,,0,,12,,6,,0,,2,,0,,0,,0,,0,,2,,0,,2,,0,,0,
20140930,S08000022,,Inpatient/Day case,C5,,217,,189,,28,,6,,6,,0,,0,,19,,4,,11,,2,,0,,2,,0,,0,,0,,0,,3,,0,,3,,0,,0,
20141231,S08000022,,Inpatient/Day case,C5,,276,,253,,23,,0,,0,,0,,0,,21,,4,,15,,2,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
20150331,S08000022,,Inpatient/Day case,C5,,251,,223,,28,,5,,5,,0,,0,,20,,4,,13,,1,,0,,2,,0,,0,,0,,0,,3,,1,,2,,0,,0,
20150630,S08000022,,Inpatient/Day case,C5,,209,,186,,23,,0,,0,,0,,0,,22,,2,,17,,2,,0,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20150930,S08000022,,Inpatient/Day case,C5,,271,,249,,22,,2,,2,,0,,0,,19,,8,,4,,5,,1,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20151231,S08000022,,Inpatient/Day case,C5,,264,,228,,36,,2,,2,,0,,0,,24,,3,,13,,6,,0,,2,,0,,0,,0,,0,,10,,0,,10,,0,,0,
20160331,S08000022,,Inpatient/Day case,C5,,235,,217,,18,,0,,0,,0,,0,,18,,5,,7,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160630,S08000022,,Inpatient/Day case,C5,,260,,239,,21,,5,,5,,0,,0,,16,,5,,6,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160930,S08000022,,Inpatient/Day case,C5,,261,,241,,20,,1,,1,,0,,0,,19,,9,,9,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000022,,Inpatient/Day case,C5,,365,,345,,20,,1,,1,,0,,0,,19,,3,,13,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170331,S08000022,,Inpatient/Day case,C5,,394,,375,,19,,1,,1,,0,,0,,18,,7,,5,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000022,,Inpatient/Day case,C5,,515,,493,,22,,0,,0,,0,,0,,22,,9,,8,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000022,,Inpatient/Day case,C5,,624,,588,,36,,4,,4,,0,,0,,32,,10,,18,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000022,,Inpatient/Day case,C5,,660,,647,,13,,2,,2,,0,,0,,11,,5,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000022,,Inpatient/Day case,C5,,745,,732,,13,,0,,0,,0,,0,,13,,2,,9,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000022,,Inpatient/Day case,C5,,752,,729,,23,,1,,1,,0,,0,,22,,16,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000022,,Inpatient/Day case,C5,,607,,583,,24,,1,,1,,0,,0,,23,,8,,9,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000022,,Inpatient/Day case,C5,,601,,587,,14,,0,,0,,0,,0,,14,,7,,5,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000022,,Inpatient/Day case,C5,,618,,610,,8,,1,,1,,0,,0,,7,,3,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,C5,,624,,613,,11,,0,,0,,0,,0,,11,,2,,7,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,C5,,609,,593,,16,,0,,0,,0,,0,,16,,6,,6,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,C5,,618,,596,,22,,0,,0,,0,,0,,22,,8,,12,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000022,,Inpatient/Day case,C5,,580,,572,,8,,1,,1,,0,,0,,7,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000022,,Inpatient/Day case,C5,,570,,566,,4,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,2,,0,
20200930,S08000022,,Inpatient/Day case,C5,,520,,510,,10,,1,,1,,0,,0,,5,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,
20201231,S08000022,,Inpatient/Day case,C5,,487,,477,,10,,1,,1,,0,,0,,8,,0,,6,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20210331,S08000022,,Inpatient/Day case,C5,,580,,576,,4,,1,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,
20210630,S08000022,,Inpatient/Day case,C5,,617,,609,,8,,1,,1,,0,,0,,7,,0,,5,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000022,,Inpatient/Day case,C5,,652,,645,,7,,1,,1,,0,,0,,6,,0,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20211231,S08000022,,Inpatient/Day case,C5,,660,,655,,5,,2,,2,,0,,0,,3,,0,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000022,,Inpatient/Day case,C5,,735,,730,,5,,0,,0,,0,,0,,5,,1,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000022,,Inpatient/Day case,A81,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000022,,Inpatient/Day case,A81,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000022,,Inpatient/Day case,A81,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,A81,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,A81,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,A81,,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000022,,Inpatient/Day case,A81,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000022,,Inpatient/Day case,A81,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210331,S08000022,,Inpatient/Day case,A81,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000022,,Inpatient/Day case,A81,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000022,,Inpatient/Day case,A9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000022,,Inpatient/Day case,A9,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000022,,Inpatient/Day case,A9,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000022,,Inpatient/Day case,A9,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000022,,Inpatient/Day case,A9,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000022,,Inpatient/Day case,A9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000022,,Inpatient/Day case,A9,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000022,,Inpatient/Day case,A9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000022,,Inpatient/Day case,A9,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000022,,Inpatient/Day case,A9,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000022,,Inpatient/Day case,A9,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000022,,Inpatient/Day case,A9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000022,,Inpatient/Day case,A9,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000022,,Inpatient/Day case,A9,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000022,,Inpatient/Day case,A9,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000022,,Inpatient/Day case,A9,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
