"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20161231","S08000020",,"Inpatient/Day case","A1",,8,,7,,6,,0,,0,,0,,1,
"20171231","S08000020",,"Inpatient/Day case","A1",,6,,5,,5,,0,,0,,0,,0,
"20181231","S08000020",,"Inpatient/Day case","A1",,10,,9,,8,,0,,0,,0,,1,
"20191231","S08000020",,"Inpatient/Day case","A1",,7,,7,,7,,0,,0,,0,,0,
"20201231","S08000020",,"Inpatient/Day case","A1",,22,,23,,20,,0,,0,,1,,2,
"20211231","S08000020",,"Inpatient/Day case","A1",,17,,17,,15,,0,,0,,1,,1,
"20130630","S08000020",,"Inpatient/Day case","C11",,1717,,1646,,1506,,31,,3,,49,,57,
"20140630","S08000020",,"Inpatient/Day case","C11",,1417,,1540,,1363,,39,,4,,84,,50,
"20150630","S08000020",,"Inpatient/Day case","C11",,1314,,1289,,1164,,18,,2,,56,,49,
"20160630","S08000020",,"Inpatient/Day case","C11",,1368,,1372,,1238,,31,,1,,55,,47,
"20170630","S08000020",,"Inpatient/Day case","C11",,957,,884,,758,,20,,4,,59,,43,
"20180630","S08000020",,"Inpatient/Day case","C11",,1012,,927,,784,,12,,2,,72,,57,
"20190630","S08000020",,"Inpatient/Day case","C11",,927,,1050,,877,,29,,1,,86,,57,
"20200630","S08000020",,"Inpatient/Day case","C11",,464,,471,,377,,12,,4,,40,,38,
"20210630","S08000020",,"Inpatient/Day case","C11",,589,,469,,372,,4,,5,,57,,31,
"20130930","S08000020",,"Inpatient/Day case","C11",,1696,,1625,,1479,,42,,6,,47,,51,
"20140930","S08000020",,"Inpatient/Day case","C11",,1180,,1371,,1212,,35,,2,,68,,54,
"20150930","S08000020",,"Inpatient/Day case","C11",,1184,,1190,,1069,,25,,13,,55,,28,
"20160930","S08000020",,"Inpatient/Day case","C11",,1444,,1250,,1084,,28,,4,,91,,43,
"20170930","S08000020",,"Inpatient/Day case","C11",,933,,791,,666,,14,,2,,61,,48,
"20180930","S08000020",,"Inpatient/Day case","C11",,881,,993,,774,,31,,3,,125,,60,
"20190930","S08000020",,"Inpatient/Day case","C11",,831,,1145,,902,,33,,3,,122,,85,
"20200930","S08000020",,"Inpatient/Day case","C11",,571,,609,,504,,8,,3,,46,,48,
"20210930","S08000020",,"Inpatient/Day case","C11",,658,,424,,327,,1,,1,,66,,29,
"20130331","S08000020",,"Inpatient/Day case","C11",,1440,,1337,,1210,,29,,2,,44,,52,
"20140331","S08000020",,"Inpatient/Day case","C11",,1519,,1659,,1499,,38,,4,,54,,64,
"20150331","S08000020",,"Inpatient/Day case","C11",,1237,,1296,,1139,,33,,1,,69,,54,
"20160331","S08000020",,"Inpatient/Day case","C11",,1252,,1248,,1122,,32,,7,,51,,36,
"20170331","S08000020",,"Inpatient/Day case","C11",,984,,835,,701,,22,,9,,56,,47,
"20180331","S08000020",,"Inpatient/Day case","C11",,847,,690,,553,,21,,1,,70,,45,
"20190331","S08000020",,"Inpatient/Day case","C11",,923,,947,,781,,25,,5,,78,,58,
"20200331","S08000020",,"Inpatient/Day case","C11",,841,,881,,694,,24,,5,,94,,64,
"20210331","S08000020",,"Inpatient/Day case","C11",,619,,393,,292,,2,,2,,64,,33,
"20220331","S08000020",,"Inpatient/Day case","C11",,639,,522,,435,,0,,0,,54,,33,
"20121231","S08000020",,"Inpatient/Day case","C11",,1656,,757,,706,,11,,1,,17,,22,
"20131231","S08000020",,"Inpatient/Day case","C11",,1643,,1555,,1433,,27,,3,,46,,46,
"20141231","S08000020",,"Inpatient/Day case","C11",,1293,,1232,,1099,,30,,1,,59,,43,
"20151231","S08000020",,"Inpatient/Day case","C11",,1253,,1268,,1118,,37,,5,,61,,47,
"20161231","S08000020",,"Inpatient/Day case","C11",,1280,,1208,,1077,,28,,7,,59,,37,
"20171231","S08000020",,"Inpatient/Day case","C11",,958,,839,,696,,14,,4,,85,,40,
"20181231","S08000020",,"Inpatient/Day case","C11",,961,,1024,,849,,17,,3,,83,,72,
"20191231","S08000020",,"Inpatient/Day case","C11",,1018,,976,,782,,27,,3,,88,,76,
"20201231","S08000020",,"Inpatient/Day case","C11",,560,,447,,354,,7,,1,,46,,39,
"20211231","S08000020",,"Inpatient/Day case","C11",,626,,414,,323,,2,,4,,45,,40,
"20140630","S08000020",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000020",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000020",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000020",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000020",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000020",,"Inpatient/Day case","E12",,71,,90,,81,,2,,0,,0,,7,
"20140630","S08000020",,"Inpatient/Day case","E12",,90,,88,,87,,0,,0,,0,,1,
"20150630","S08000020",,"Inpatient/Day case","E12",,65,,73,,68,,0,,0,,3,,2,
"20160630","S08000020",,"Inpatient/Day case","E12",,76,,74,,70,,3,,0,,0,,1,
"20170630","S08000020",,"Inpatient/Day case","E12",,83,,84,,82,,0,,0,,2,,0,
"20180630","S08000020",,"Inpatient/Day case","E12",,81,,81,,74,,0,,0,,3,,4,
"20190630","S08000020",,"Inpatient/Day case","E12",,56,,56,,52,,0,,0,,1,,3,
"20200630","S08000020",,"Inpatient/Day case","E12",,22,,23,,21,,0,,0,,1,,1,
"20210630","S08000020",,"Inpatient/Day case","E12",,47,,44,,39,,0,,0,,3,,2,
"20130930","S08000020",,"Inpatient/Day case","E12",,81,,83,,75,,0,,0,,3,,5,
"20140930","S08000020",,"Inpatient/Day case","E12",,107,,108,,102,,0,,0,,5,,1,
"20150930","S08000020",,"Inpatient/Day case","E12",,59,,57,,55,,0,,0,,0,,2,
"20160930","S08000020",,"Inpatient/Day case","E12",,65,,64,,59,,0,,0,,1,,4,
"20170930","S08000020",,"Inpatient/Day case","E12",,96,,96,,90,,0,,0,,3,,3,
"20180930","S08000020",,"Inpatient/Day case","E12",,55,,56,,52,,0,,0,,2,,2,
"20190930","S08000020",,"Inpatient/Day case","E12",,61,,56,,51,,0,,0,,1,,4,
"20200930","S08000020",,"Inpatient/Day case","E12",,28,,27,,25,,0,,0,,0,,2,
"20210930","S08000020",,"Inpatient/Day case","E12",,74,,75,,70,,1,,0,,2,,2,
"20130331","S08000020",,"Inpatient/Day case","E12",,107,,155,,142,,2,,0,,0,,11,
"20140331","S08000020",,"Inpatient/Day case","E12",,134,,148,,145,,0,,0,,0,,3,
"20150331","S08000020",,"Inpatient/Day case","E12",,79,,79,,75,,1,,0,,1,,2,
"20160331","S08000020",,"Inpatient/Day case","E12",,57,,58,,55,,0,,0,,2,,1,
"20170331","S08000020",,"Inpatient/Day case","E12",,82,,85,,77,,0,,0,,2,,6,
"20180331","S08000020",,"Inpatient/Day case","E12",,110,,111,,103,,0,,0,,3,,5,
"20190331","S08000020",,"Inpatient/Day case","E12",,55,,55,,52,,0,,0,,0,,3,
"20200331","S08000020",,"Inpatient/Day case","E12",,36,,36,,32,,0,,0,,3,,1,
"20210331","S08000020",,"Inpatient/Day case","E12",,22,,25,,23,,0,,0,,1,,1,
"20220331","S08000020",,"Inpatient/Day case","E12",,41,,42,,36,,0,,0,,5,,1,
"20121231","S08000020",,"Inpatient/Day case","E12",,226,,154,,147,,2,,0,,0,,5,
"20131231","S08000020",,"Inpatient/Day case","E12",,133,,119,,113,,0,,0,,3,,3,
"20141231","S08000020",,"Inpatient/Day case","E12",,111,,106,,100,,0,,0,,3,,3,
"20151231","S08000020",,"Inpatient/Day case","E12",,57,,59,,51,,1,,0,,2,,5,
"20161231","S08000020",,"Inpatient/Day case","E12",,72,,69,,62,,0,,0,,2,,5,
"20171231","S08000020",,"Inpatient/Day case","E12",,111,,110,,103,,0,,0,,4,,3,
"20181231","S08000020",,"Inpatient/Day case","E12",,49,,48,,46,,0,,0,,1,,1,
"20191231","S08000020",,"Inpatient/Day case","E12",,50,,55,,49,,0,,0,,4,,2,
"20201231","S08000020",,"Inpatient/Day case","E12",,52,,48,,40,,3,,1,,3,,1,
"20211231","S08000020",,"Inpatient/Day case","E12",,60,,63,,57,,0,,0,,1,,5,
"20130630","S08000020",,"Inpatient/Day case","F2",,720,,720,,658,,8,,0,,24,,30,
"20140630","S08000020",,"Inpatient/Day case","F2",,655,,731,,651,,8,,0,,34,,38,
"20150630","S08000020",,"Inpatient/Day case","F2",,668,,701,,626,,2,,0,,43,,30,
"20160630","S08000020",,"Inpatient/Day case","F2",,694,,697,,615,,15,,0,,34,,33,
"20170630","S08000020",,"Inpatient/Day case","F2",,535,,579,,525,,7,,0,,18,,29,
"20180630","S08000020",,"Inpatient/Day case","F2",,486,,513,,428,,6,,0,,42,,37,
"20190630","S08000020",,"Inpatient/Day case","F2",,478,,518,,463,,7,,0,,27,,21,
"20200630","S08000020",,"Inpatient/Day case","F2",,242,,181,,147,,2,,0,,11,,21,
"20210630","S08000020",,"Inpatient/Day case","F2",,297,,281,,210,,3,,1,,41,,26,
"20130930","S08000020",,"Inpatient/Day case","F2",,733,,699,,621,,12,,2,,15,,49,
"20140930","S08000020",,"Inpatient/Day case","F2",,668,,643,,548,,8,,1,,52,,34,
"20150930","S08000020",,"Inpatient/Day case","F2",,707,,694,,596,,12,,0,,49,,37,
"20160930","S08000020",,"Inpatient/Day case","F2",,660,,680,,599,,10,,1,,21,,49,
"20170930","S08000020",,"Inpatient/Day case","F2",,609,,570,,507,,10,,0,,15,,38,
"20180930","S08000020",,"Inpatient/Day case","F2",,436,,453,,385,,9,,1,,25,,33,
"20190930","S08000020",,"Inpatient/Day case","F2",,465,,481,,413,,5,,0,,27,,36,
"20200930","S08000020",,"Inpatient/Day case","F2",,279,,200,,167,,2,,0,,13,,18,
"20210930","S08000020",,"Inpatient/Day case","F2",,348,,242,,192,,1,,0,,35,,14,
"20130331","S08000020",,"Inpatient/Day case","F2",,758,,739,,668,,4,,1,,23,,43,
"20140331","S08000020",,"Inpatient/Day case","F2",,815,,786,,708,,11,,0,,24,,43,
"20150331","S08000020",,"Inpatient/Day case","F2",,699,,741,,643,,15,,0,,51,,32,
"20160331","S08000020",,"Inpatient/Day case","F2",,697,,675,,596,,10,,0,,40,,29,
"20170331","S08000020",,"Inpatient/Day case","F2",,708,,603,,545,,13,,0,,13,,32,
"20180331","S08000020",,"Inpatient/Day case","F2",,634,,526,,429,,10,,1,,48,,38,
"20190331","S08000020",,"Inpatient/Day case","F2",,539,,526,,438,,3,,1,,41,,43,
"20200331","S08000020",,"Inpatient/Day case","F2",,443,,443,,365,,8,,1,,27,,42,
"20210331","S08000020",,"Inpatient/Day case","F2",,294,,264,,206,,1,,0,,31,,26,
"20220331","S08000020",,"Inpatient/Day case","F2",,342,,254,,192,,3,,1,,22,,36,
"20121231","S08000020",,"Inpatient/Day case","F2",,760,,417,,387,,3,,0,,12,,15,
"20131231","S08000020",,"Inpatient/Day case","F2",,718,,730,,660,,11,,0,,26,,33,
"20141231","S08000020",,"Inpatient/Day case","F2",,720,,692,,632,,8,,1,,25,,26,
"20151231","S08000020",,"Inpatient/Day case","F2",,707,,755,,698,,5,,1,,18,,33,
"20161231","S08000020",,"Inpatient/Day case","F2",,733,,686,,626,,13,,2,,22,,23,
"20171231","S08000020",,"Inpatient/Day case","F2",,621,,588,,511,,7,,0,,32,,38,
"20181231","S08000020",,"Inpatient/Day case","F2",,492,,492,,408,,8,,1,,33,,42,
"20191231","S08000020",,"Inpatient/Day case","F2",,515,,473,,414,,7,,0,,29,,23,
"20201231","S08000020",,"Inpatient/Day case","F2",,320,,237,,183,,1,,0,,23,,30,
"20211231","S08000020",,"Inpatient/Day case","F2",,331,,260,,212,,1,,1,,22,,24,
"20130630","S08000020",,"Inpatient/Day case","J4",,24,,32,,27,,0,,0,,3,,2,
"20140630","S08000020",,"Inpatient/Day case","J4",,25,,23,,20,,0,,0,,0,,3,
"20150630","S08000020",,"Inpatient/Day case","J4",,41,,43,,35,,0,,0,,6,,2,
"20160630","S08000020",,"Inpatient/Day case","J4",,58,,62,,46,,0,,0,,11,,5,
"20170630","S08000020",,"Inpatient/Day case","J4",,39,,38,,35,,0,,0,,0,,3,
"20180630","S08000020",,"Inpatient/Day case","J4",,34,,33,,26,,0,,0,,6,,1,
"20190630","S08000020",,"Inpatient/Day case","J4",,42,,31,,26,,0,,0,,3,,2,
"20200630","S08000020",,"Inpatient/Day case","J4",,12,,10,,9,,0,,0,,0,,1,
"20210630","S08000020",,"Inpatient/Day case","J4",,1,,1,,1,,0,,0,,0,,0,
"20130930","S08000020",,"Inpatient/Day case","J4",,51,,47,,39,,0,,0,,1,,7,
"20140930","S08000020",,"Inpatient/Day case","J4",,21,,22,,22,,0,,0,,0,,0,
"20150930","S08000020",,"Inpatient/Day case","J4",,36,,33,,27,,1,,0,,3,,2,
"20160930","S08000020",,"Inpatient/Day case","J4",,39,,42,,33,,0,,0,,7,,2,
"20170930","S08000020",,"Inpatient/Day case","J4",,40,,37,,31,,0,,0,,4,,2,
"20180930","S08000020",,"Inpatient/Day case","J4",,43,,44,,35,,0,,0,,6,,3,
"20190930","S08000020",,"Inpatient/Day case","J4",,28,,42,,31,,2,,0,,5,,4,
"20200930","S08000020",,"Inpatient/Day case","J4",,7,,11,,5,,0,,0,,4,,2,
"20210930","S08000020",,"Inpatient/Day case","J4",,7,,4,,3,,0,,0,,0,,1,
"20130331","S08000020",,"Inpatient/Day case","J4",,31,,24,,21,,0,,0,,1,,2,
"20140331","S08000020",,"Inpatient/Day case","J4",,30,,35,,34,,0,,0,,0,,1,
"20150331","S08000020",,"Inpatient/Day case","J4",,53,,49,,45,,0,,0,,2,,2,
"20160331","S08000020",,"Inpatient/Day case","J4",,57,,52,,46,,0,,0,,6,,0,
"20170331","S08000020",,"Inpatient/Day case","J4",,27,,33,,30,,0,,0,,3,,0,
"20180331","S08000020",,"Inpatient/Day case","J4",,57,,55,,47,,0,,0,,0,,8,
"20190331","S08000020",,"Inpatient/Day case","J4",,33,,31,,30,,0,,0,,1,,0,
"20200331","S08000020",,"Inpatient/Day case","J4",,22,,24,,17,,0,,0,,3,,4,
"20210331","S08000020",,"Inpatient/Day case","J4",,10,,9,,9,,0,,0,,0,,0,
"20220331","S08000020",,"Inpatient/Day case","J4",,9,,9,,9,,0,,0,,0,,0,
"20121231","S08000020",,"Inpatient/Day case","J4",,16,,14,,14,,0,,0,,0,,0,
"20131231","S08000020",,"Inpatient/Day case","J4",,28,,28,,26,,0,,0,,0,,2,
"20141231","S08000020",,"Inpatient/Day case","J4",,14,,15,,13,,0,,0,,2,,0,
"20151231","S08000020",,"Inpatient/Day case","J4",,55,,54,,42,,0,,0,,8,,4,
"20161231","S08000020",,"Inpatient/Day case","J4",,32,,28,,20,,0,,0,,8,,0,
"20171231","S08000020",,"Inpatient/Day case","J4",,34,,33,,31,,0,,0,,0,,2,
"20181231","S08000020",,"Inpatient/Day case","J4",,40,,46,,34,,0,,0,,9,,3,
"20191231","S08000020",,"Inpatient/Day case","J4",,27,,24,,24,,0,,0,,0,,0,
"20201231","S08000020",,"Inpatient/Day case","J4",,3,,4,,4,,0,,0,,0,,0,
"20211231","S08000020",,"Inpatient/Day case","J4",,4,,8,,7,,0,,0,,1,,0,
"20130630","S08000020",,"Inpatient/Day case","A6",,0,,1,,1,,0,,0,,0,,0,
"20170630","S08000020",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20140930","S08000020",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20170930","S08000020",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20130331","S08000020",,"Inpatient/Day case","A6",,2,,2,,2,,0,,0,,0,,0,
"20170331","S08000020",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20200331","S08000020",,"Inpatient/Day case","A6",,1,,1,,0,,0,,0,,0,,1,
"20210331","S08000020",,"Inpatient/Day case","A6",,1,,1,,0,,0,,0,,0,,1,
"20121231","S08000020",,"Inpatient/Day case","A6",,1,,0,,0,,0,,0,,0,,0,
"20130630","S08000020",,"Inpatient/Day case","AD",,124,,139,,124,,0,,0,,3,,12,
"20140630","S08000020",,"Inpatient/Day case","AD",,153,,117,,107,,0,,0,,7,,3,
"20150630","S08000020",,"Inpatient/Day case","AD",,164,,165,,147,,0,,0,,3,,15,
"20160630","S08000020",,"Inpatient/Day case","AD",,139,,146,,130,,0,,0,,9,,7,
"20170630","S08000020",,"Inpatient/Day case","AD",,133,,145,,133,,0,,0,,9,,3,
"20180630","S08000020",,"Inpatient/Day case","AD",,57,,54,,48,,0,,0,,1,,5,
"20190630","S08000020",,"Inpatient/Day case","AD",,49,,51,,45,,0,,0,,4,,2,
"20200630","S08000020",,"Inpatient/Day case","AD",,15,,17,,16,,0,,0,,0,,1,
"20210630","S08000020",,"Inpatient/Day case","AD",,15,,15,,15,,0,,0,,0,,0,
"20130930","S08000020",,"Inpatient/Day case","AD",,123,,115,,108,,0,,0,,3,,4,
"20140930","S08000020",,"Inpatient/Day case","AD",,150,,168,,160,,0,,0,,1,,7,
"20150930","S08000020",,"Inpatient/Day case","AD",,148,,164,,151,,0,,0,,11,,2,
"20160930","S08000020",,"Inpatient/Day case","AD",,145,,139,,128,,0,,0,,4,,7,
"20170930","S08000020",,"Inpatient/Day case","AD",,141,,129,,112,,0,,0,,13,,4,
"20180930","S08000020",,"Inpatient/Day case","AD",,39,,38,,36,,0,,0,,2,,0,
"20190930","S08000020",,"Inpatient/Day case","AD",,41,,38,,24,,0,,0,,8,,6,
"20200930","S08000020",,"Inpatient/Day case","AD",,21,,21,,19,,0,,0,,1,,1,
"20210930","S08000020",,"Inpatient/Day case","AD",,9,,9,,9,,0,,0,,0,,0,
"20130331","S08000020",,"Inpatient/Day case","AD",,117,,103,,99,,0,,0,,1,,3,
"20140331","S08000020",,"Inpatient/Day case","AD",,124,,131,,122,,0,,0,,5,,4,
"20150331","S08000020",,"Inpatient/Day case","AD",,169,,170,,152,,0,,0,,11,,7,
"20160331","S08000020",,"Inpatient/Day case","AD",,156,,155,,146,,0,,0,,2,,7,
"20170331","S08000020",,"Inpatient/Day case","AD",,155,,148,,136,,0,,1,,6,,5,
"20180331","S08000020",,"Inpatient/Day case","AD",,41,,62,,51,,0,,0,,5,,6,
"20190331","S08000020",,"Inpatient/Day case","AD",,45,,45,,42,,0,,0,,1,,2,
"20200331","S08000020",,"Inpatient/Day case","AD",,22,,25,,24,,0,,0,,1,,0,
"20210331","S08000020",,"Inpatient/Day case","AD",,12,,13,,12,,0,,0,,0,,1,
"20220331","S08000020",,"Inpatient/Day case","AD",,22,,24,,22,,0,,0,,0,,2,
"20121231","S08000020",,"Inpatient/Day case","AD",,120,,102,,89,,0,,0,,5,,8,
"20131231","S08000020",,"Inpatient/Day case","AD",,141,,146,,136,,0,,0,,4,,6,
"20141231","S08000020",,"Inpatient/Day case","AD",,142,,137,,121,,0,,0,,9,,7,
"20151231","S08000020",,"Inpatient/Day case","AD",,144,,135,,123,,0,,0,,7,,5,
"20161231","S08000020",,"Inpatient/Day case","AD",,156,,160,,139,,0,,1,,12,,8,
"20171231","S08000020",,"Inpatient/Day case","AD",,147,,153,,140,,0,,0,,7,,6,
"20181231","S08000020",,"Inpatient/Day case","AD",,33,,36,,31,,0,,0,,3,,2,
"20191231","S08000020",,"Inpatient/Day case","AD",,27,,26,,25,,0,,0,,1,,0,
"20201231","S08000020",,"Inpatient/Day case","AD",,17,,16,,14,,0,,0,,1,,1,
"20211231","S08000020",,"Inpatient/Day case","AD",,20,,18,,17,,0,,0,,1,,0,
"20200930","S08000020",,"Inpatient/Day case","T2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000020",,"Inpatient/Day case","AH",,3,,2,,2,,0,,0,,0,,0,
"20140630","S08000020",,"Inpatient/Day case","AH",,3,,18,,16,,0,,0,,1,,1,
"20150630","S08000020",,"Inpatient/Day case","AH",,4,,5,,5,,0,,0,,0,,0,
"20160630","S08000020",,"Inpatient/Day case","AH",,5,,3,,3,,0,,0,,0,,0,
"20180630","S08000020",,"Inpatient/Day case","AH",,3,,2,,1,,0,,0,,0,,1,
"20190630","S08000020",,"Inpatient/Day case","AH",,6,,6,,3,,0,,0,,1,,2,
"20200630","S08000020",,"Inpatient/Day case","AH",,0,,3,,3,,0,,0,,0,,0,
"20210630","S08000020",,"Inpatient/Day case","AH",,1,,1,,1,,0,,0,,0,,0,
"20130930","S08000020",,"Inpatient/Day case","AH",,1,,1,,1,,0,,0,,0,,0,
"20140930","S08000020",,"Inpatient/Day case","AH",,3,,4,,4,,0,,0,,0,,0,
"20150930","S08000020",,"Inpatient/Day case","AH",,8,,8,,6,,0,,0,,1,,1,
"20160930","S08000020",,"Inpatient/Day case","AH",,3,,8,,8,,0,,0,,0,,0,
"20170930","S08000020",,"Inpatient/Day case","AH",,7,,4,,4,,0,,0,,0,,0,
"20180930","S08000020",,"Inpatient/Day case","AH",,1,,2,,2,,0,,0,,0,,0,
"20190930","S08000020",,"Inpatient/Day case","AH",,2,,2,,2,,0,,0,,0,,0,
"20200930","S08000020",,"Inpatient/Day case","AH",,4,,4,,3,,0,,0,,1,,0,
"20210930","S08000020",,"Inpatient/Day case","AH",,0,,1,,1,,0,,0,,0,,0,
"20130331","S08000020",,"Inpatient/Day case","AH",,1,,2,,2,,0,,0,,0,,0,
"20140331","S08000020",,"Inpatient/Day case","AH",,29,,13,,12,,0,,0,,0,,1,
"20150331","S08000020",,"Inpatient/Day case","AH",,10,,9,,8,,0,,0,,0,,1,
"20160331","S08000020",,"Inpatient/Day case","AH",,4,,2,,1,,0,,0,,1,,0,
"20170331","S08000020",,"Inpatient/Day case","AH",,4,,5,,4,,0,,0,,1,,0,
"20180331","S08000020",,"Inpatient/Day case","AH",,3,,3,,2,,0,,0,,1,,0,
"20190331","S08000020",,"Inpatient/Day case","AH",,2,,2,,2,,0,,0,,0,,0,
"20200331","S08000020",,"Inpatient/Day case","AH",,5,,1,,1,,0,,0,,0,,0,
"20210331","S08000020",,"Inpatient/Day case","AH",,2,,1,,1,,0,,0,,0,,0,
"20220331","S08000020",,"Inpatient/Day case","AH",,0,,1,,1,,0,,0,,0,,0,
"20121231","S08000020",,"Inpatient/Day case","AH",,3,,2,,2,,0,,0,,0,,0,
"20131231","S08000020",,"Inpatient/Day case","AH",,1,,2,,2,,0,,0,,0,,0,
"20141231","S08000020",,"Inpatient/Day case","AH",,3,,2,,2,,0,,0,,0,,0,
"20151231","S08000020",,"Inpatient/Day case","AH",,6,,6,,6,,0,,0,,0,,0,
"20161231","S08000020",,"Inpatient/Day case","AH",,5,,4,,4,,0,,0,,0,,0,
"20171231","S08000020",,"Inpatient/Day case","AH",,7,,9,,8,,0,,0,,1,,0,
"20181231","S08000020",,"Inpatient/Day case","AH",,1,,1,,0,,0,,0,,1,,0,
"20191231","S08000020",,"Inpatient/Day case","AH",,0,,1,,1,,0,,0,,0,,0,
"20201231","S08000020",,"Inpatient/Day case","AH",,2,,3,,3,,0,,0,,0,,0,
"20211231","S08000020",,"Inpatient/Day case","AH",,4,,3,,3,,0,,0,,0,,0,
"20130630","S08000020",,"Inpatient/Day case","C6",,137,,162,,133,,0,,0,,15,,14,
"20140630","S08000020",,"Inpatient/Day case","C6",,191,,92,,77,,1,,0,,7,,7,
"20150630","S08000020",,"Inpatient/Day case","C6",,135,,154,,125,,0,,1,,14,,14,
"20160630","S08000020",,"Inpatient/Day case","C6",,125,,146,,118,,0,,2,,15,,11,
"20170630","S08000020",,"Inpatient/Day case","C6",,140,,119,,112,,0,,0,,4,,3,
"20180630","S08000020",,"Inpatient/Day case","C6",,160,,150,,128,,3,,2,,5,,12,
"20190630","S08000020",,"Inpatient/Day case","C6",,107,,126,,108,,1,,1,,8,,8,
"20200630","S08000020",,"Inpatient/Day case","C6",,54,,47,,39,,0,,0,,4,,4,
"20210630","S08000020",,"Inpatient/Day case","C6",,98,,89,,77,,0,,0,,4,,8,
"20130930","S08000020",,"Inpatient/Day case","C6",,109,,129,,111,,0,,1,,11,,6,
"20140930","S08000020",,"Inpatient/Day case","C6",,154,,146,,119,,0,,0,,17,,10,
"20150930","S08000020",,"Inpatient/Day case","C6",,120,,129,,105,,1,,3,,13,,7,
"20160930","S08000020",,"Inpatient/Day case","C6",,126,,118,,108,,0,,2,,3,,5,
"20170930","S08000020",,"Inpatient/Day case","C6",,112,,104,,94,,1,,0,,1,,8,
"20180930","S08000020",,"Inpatient/Day case","C6",,142,,132,,115,,2,,1,,7,,7,
"20190930","S08000020",,"Inpatient/Day case","C6",,118,,103,,89,,1,,0,,6,,7,
"20200930","S08000020",,"Inpatient/Day case","C6",,78,,79,,65,,0,,1,,1,,12,
"20210930","S08000020",,"Inpatient/Day case","C6",,95,,110,,97,,1,,1,,6,,5,
"20130331","S08000020",,"Inpatient/Day case","C6",,161,,117,,97,,1,,0,,5,,14,
"20140331","S08000020",,"Inpatient/Day case","C6",,82,,141,,107,,0,,1,,18,,15,
"20150331","S08000020",,"Inpatient/Day case","C6",,133,,150,,119,,2,,3,,11,,15,
"20160331","S08000020",,"Inpatient/Day case","C6",,142,,150,,137,,1,,0,,8,,4,
"20170331","S08000020",,"Inpatient/Day case","C6",,101,,126,,108,,0,,1,,5,,12,
"20180331","S08000020",,"Inpatient/Day case","C6",,102,,123,,102,,0,,1,,10,,10,
"20190331","S08000020",,"Inpatient/Day case","C6",,109,,118,,96,,0,,3,,9,,10,
"20200331","S08000020",,"Inpatient/Day case","C6",,137,,135,,113,,1,,2,,6,,13,
"20210331","S08000020",,"Inpatient/Day case","C6",,86,,72,,65,,0,,0,,5,,2,
"20220331","S08000020",,"Inpatient/Day case","C6",,77,,75,,67,,0,,0,,2,,6,
"20121231","S08000020",,"Inpatient/Day case","C6",,172,,68,,55,,1,,0,,7,,5,
"20131231","S08000020",,"Inpatient/Day case","C6",,122,,149,,106,,2,,1,,29,,11,
"20141231","S08000020",,"Inpatient/Day case","C6",,180,,169,,131,,1,,0,,16,,21,
"20151231","S08000020",,"Inpatient/Day case","C6",,148,,132,,108,,1,,1,,13,,9,
"20161231","S08000020",,"Inpatient/Day case","C6",,146,,129,,114,,0,,0,,4,,11,
"20171231","S08000020",,"Inpatient/Day case","C6",,107,,113,,98,,3,,0,,7,,5,
"20181231","S08000020",,"Inpatient/Day case","C6",,113,,108,,94,,0,,1,,6,,7,
"20191231","S08000020",,"Inpatient/Day case","C6",,114,,121,,104,,4,,0,,10,,3,
"20201231","S08000020",,"Inpatient/Day case","C6",,91,,89,,80,,0,,0,,2,,7,
"20211231","S08000020",,"Inpatient/Day case","C6",,94,,81,,71,,0,,0,,4,,6,
"20130630","S08000020",,"Inpatient/Day case","C7",,1047,,1140,,1075,,7,,3,,25,,30,
"20140630","S08000020",,"Inpatient/Day case","C7",,1123,,1075,,978,,7,,1,,31,,58,
"20150630","S08000020",,"Inpatient/Day case","C7",,1111,,1083,,1000,,10,,0,,20,,53,
"20160630","S08000020",,"Inpatient/Day case","C7",,1145,,1010,,939,,6,,0,,24,,41,
"20170630","S08000020",,"Inpatient/Day case","C7",,721,,762,,686,,1,,2,,32,,41,
"20180630","S08000020",,"Inpatient/Day case","C7",,1097,,885,,788,,4,,1,,30,,62,
