"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberWaiting","NumberWaitingQF","Available","AvailableQF","Unavailable","UnavailableQF","MedicalTotal","MedicalTotalQF","MedicalOtherMedicalCondition","MedicalOtherMedicalConditionQF","MedicalIndefinitelyUnavailable","MedicalIndefinitelyUnavailableQF","MedicalOther","MedicalOtherQF","PatientAdvisedTotal","PatientAdvisedTotalQF","PatientAdvisedHoliday","PatientAdvisedHolidayQF","PatientAdvisedPersonalCommitment","PatientAdvisedPersonalCommitmentQF","PatientAdvisedWorkCommitment","PatientAdvisedWorkCommitmentQF","PatientAdvisedCarerCommitment","PatientAdvisedCarerCommitmentQF","PatientAdvisedAcademicCommitment","PatientAdvisedAcademicCommitmentQF","PatientAdvisedJuryDuty","PatientAdvisedJuryDutyQF","PatientAdvisedWeather","PatientAdvisedWeatherQF","PatientAdvisedIndefinitelyUnavailable","PatientAdvisedIndefinitelyUnavailableQF","PatientAdvisedOther","PatientAdvisedOtherQF","PatientRequestedTotal","PatientRequestedTotalQF","PatientRequestedNamedConsultant","PatientRequestedNamedConsultantQF","PatientRequestedTreatedLocalHealthBoard","PatientRequestedTreatedLocalHealthBoardQF","SuspensionExceptionalCircumstances","SuspensionExceptionalCircumstancesQF","PFBUnavailability","PFBUnavailabilityQF"
"20180930","S08000022",,"New Outpatient","C7",,808,,787,,21,,4,,4,,0,,0,,14,,9,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,
"20181231","S08000022",,"New Outpatient","C7",,819,,772,,47,,1,,1,,0,,0,,17,,7,,6,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,
"20190331","S08000022",,"New Outpatient","C7",,846,,817,,29,,6,,6,,0,,0,,10,,3,,5,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,13,
"20190630","S08000022",,"New Outpatient","C7",,930,,910,,20,,1,,1,,0,,0,,10,,4,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,
"20190930","S08000022",,"New Outpatient","C7",,921,,900,,21,,5,,5,,0,,0,,14,,5,,5,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20191231","S08000022",,"New Outpatient","C7",,955,,914,,41,,5,,5,,0,,0,,28,,9,,13,,4,,2,,0,,0,,0,,0,,0,,8,,0,,8,,0,,0,
"20200331","S08000022",,"New Outpatient","C7",,907,,855,,52,,4,,4,,0,,0,,41,,6,,34,,1,,0,,0,,0,,0,,0,,0,,7,,0,,7,,0,,0,
"20200630","S08000022",,"New Outpatient","C7",,871,,867,,4,,1,,1,,0,,0,,3,,0,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000022",,"New Outpatient","C7",,1252,,1242,,10,,1,,1,,0,,0,,9,,1,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000022",,"New Outpatient","C7",,1422,,1393,,29,,3,,3,,0,,0,,18,,3,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,,0,
"20210331","S08000022",,"New Outpatient","C7",,1405,,1385,,20,,1,,1,,0,,0,,7,,0,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,,0,
"20210630","S08000022",,"New Outpatient","C7",,1628,,1613,,15,,2,,2,,0,,0,,12,,0,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20210930","S08000022",,"New Outpatient","C7",,2036,,2024,,12,,0,,0,,0,,0,,12,,4,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000022",,"New Outpatient","C7",,2144,,2124,,20,,0,,0,,0,,0,,17,,1,,15,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
"20220331","S08000022",,"New Outpatient","C7",,2263,,2239,,24,,2,,2,,0,,0,,20,,5,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,
"20121231","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000022",,"New Outpatient","RH",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000022",,"New Outpatient","C13",,500,,483,,17,,2,,0,,0,,2,,15,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,
"20130331","S08000022",,"New Outpatient","C13",,647,,637,,10,,3,,0,,0,,3,,7,,0,,0,,0,,0,,0,,0,,0,,0,,7,,0,,0,,0,,0,,0,
"20130630","S08000022",,"New Outpatient","C13",,638,,620,,18,,5,,0,,0,,5,,13,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0,,0,,0,,0,,0,
"20130930","S08000022",,"New Outpatient","C13",,619,,587,,32,,2,,1,,0,,1,,30,,0,,4,,2,,0,,0,,0,,0,,0,,24,,0,,0,,0,,0,,0,
"20131231","S08000022",,"New Outpatient","C13",,607,,573,,34,,1,,1,,0,,0,,33,,0,,30,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000022",,"New Outpatient","C13",,479,,472,,7,,0,,0,,0,,0,,7,,0,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000022",,"New Outpatient","C13",,373,,365,,8,,0,,0,,0,,0,,8,,1,,3,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000022",,"New Outpatient","C13",,425,,423,,2,,0,,0,,0,,0,,2,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000022",,"New Outpatient","C13",,485,,484,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000022",,"New Outpatient","C13",,572,,571,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000022",,"New Outpatient","C13",,473,,473,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000022",,"New Outpatient","C13",,472,,471,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000022",,"New Outpatient","C13",,395,,393,,2,,0,,0,,0,,0,,2,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000022",,"New Outpatient","C13",,440,,436,,4,,1,,1,,0,,0,,3,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000022",,"New Outpatient","C13",,348,,344,,4,,1,,1,,0,,0,,3,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000022",,"New Outpatient","C13",,388,,387,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000022",,"New Outpatient","C13",,531,,531,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000022",,"New Outpatient","C13",,348,,342,,6,,1,,1,,0,,0,,5,,0,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000022",,"New Outpatient","C13",,651,,650,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000022",,"New Outpatient","C13",,319,,314,,5,,1,,1,,0,,0,,4,,1,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000022",,"New Outpatient","C13",,364,,363,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000022",,"New Outpatient","C13",,333,,331,,2,,0,,0,,0,,0,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000022",,"New Outpatient","C13",,572,,572,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000022",,"New Outpatient","C13",,465,,459,,6,,1,,1,,0,,0,,5,,2,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000022",,"New Outpatient","C13",,385,,382,,3,,1,,1,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000022",,"New Outpatient","C13",,510,,505,,5,,2,,2,,0,,0,,3,,0,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000022",,"New Outpatient","C13",,476,,472,,4,,1,,1,,0,,0,,3,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000022",,"New Outpatient","C13",,407,,390,,17,,0,,0,,0,,0,,7,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,
"20191231","S08000022",,"New Outpatient","C13",,355,,343,,12,,0,,0,,0,,0,,12,,1,,6,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000022",,"New Outpatient","C13",,448,,445,,3,,0,,0,,0,,0,,3,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000022",,"New Outpatient","C13",,372,,372,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000022",,"New Outpatient","C13",,477,,477,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000022",,"New Outpatient","C13",,492,,489,,3,,1,,1,,0,,0,,2,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000022",,"New Outpatient","C13",,473,,471,,2,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20210630","S08000022",,"New Outpatient","C13",,500,,500,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000022",,"New Outpatient","C13",,451,,450,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000022",,"New Outpatient","C13",,345,,345,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000022",,"New Outpatient","C13",,44,,42,,2,,1,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000022",,"New Outpatient","D3",,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000022",,"New Outpatient","D3",,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000022",,"New Outpatient","D3",,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000022",,"New Outpatient","D3",,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000022",,"New Outpatient","D3",,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000022",,"New Outpatient","D3",,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000022",,"New Outpatient","D3",,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000022",,"New Outpatient","D3",,7,,6,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000022",,"New Outpatient","D3",,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000022",,"New Outpatient","D3",,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000022",,"New Outpatient","D3",,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000022",,"New Outpatient","D3",,8,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20151231","S08000022",,"New Outpatient","D3",,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000022",,"New Outpatient","D3",,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000022",,"New Outpatient","D3",,40,,38,,2,,1,,1,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000022",,"New Outpatient","D3",,124,,122,,2,,0,,0,,0,,0,,2,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000022",,"New Outpatient","D3",,123,,121,,2,,0,,0,,0,,0,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000022",,"New Outpatient","D3",,185,,185,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000022",,"New Outpatient","D3",,189,,188,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000022",,"New Outpatient","D3",,160,,160,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000022",,"New Outpatient","D3",,147,,147,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000022",,"New Outpatient","D3",,140,,140,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000022",,"New Outpatient","D3",,185,,185,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000022",,"New Outpatient","D3",,223,,222,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000022",,"New Outpatient","D3",,202,,201,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000022",,"New Outpatient","D3",,77,,75,,2,,0,,0,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000022",,"New Outpatient","D3",,74,,74,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000022",,"New Outpatient","D3",,90,,90,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000022",,"New Outpatient","D3",,78,,76,,2,,0,,0,,0,,0,,2,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000022",,"New Outpatient","D3",,66,,65,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000022",,"New Outpatient","D3",,55,,55,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000022",,"New Outpatient","D3",,76,,76,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000022",,"New Outpatient","D3",,66,,66,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000022",,"New Outpatient","D3",,104,,104,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000022",,"New Outpatient","D3",,80,,80,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000022",,"New Outpatient","D3",,189,,189,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000022",,"New Outpatient","D3",,388,,388,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000022",,"New Outpatient","D3",,585,,585,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000022",,"New Outpatient","D5",,244,,231,,13,,0,,0,,0,,0,,13,,0,,0,,0,,0,,0,,0,,0,,0,,13,,0,,0,,0,,0,,0,
"20130331","S08000022",,"New Outpatient","D5",,254,,250,,4,,1,,0,,0,,1,,3,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,
"20130630","S08000022",,"New Outpatient","D5",,224,,203,,21,,0,,0,,0,,0,,21,,0,,0,,0,,0,,0,,0,,0,,0,,21,,0,,0,,0,,0,,0,
"20130930","S08000022",,"New Outpatient","D5",,255,,238,,17,,0,,0,,0,,0,,16,,0,,3,,0,,0,,0,,0,,0,,0,,13,,0,,0,,0,,0,,1,
"20131231","S08000022",,"New Outpatient","D5",,227,,219,,8,,0,,0,,0,,0,,8,,0,,7,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20140331","S08000022",,"New Outpatient","D5",,251,,248,,3,,0,,0,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000022",,"New Outpatient","D5",,232,,232,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000022",,"New Outpatient","D5",,280,,278,,2,,0,,0,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000022",,"New Outpatient","D5",,229,,228,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000022",,"New Outpatient","D5",,271,,270,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000022",,"New Outpatient","D5",,199,,198,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000022",,"New Outpatient","D5",,221,,221,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000022",,"New Outpatient","D5",,255,,254,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000022",,"New Outpatient","D5",,257,,252,,5,,0,,0,,0,,0,,5,,0,,1,,1,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000022",,"New Outpatient","D5",,213,,213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000022",,"New Outpatient","D5",,238,,236,,2,,0,,0,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000022",,"New Outpatient","D5",,313,,313,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000022",,"New Outpatient","D5",,234,,233,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000022",,"New Outpatient","D5",,325,,323,,2,,1,,1,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000022",,"New Outpatient","D5",,272,,269,,3,,0,,0,,0,,0,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000022",,"New Outpatient","D5",,249,,248,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000022",,"New Outpatient","D5",,180,,176,,4,,0,,0,,0,,0,,4,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000022",,"New Outpatient","D5",,174,,174,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000022",,"New Outpatient","D5",,190,,189,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000022",,"New Outpatient","D5",,161,,158,,3,,0,,0,,0,,0,,3,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000022",,"New Outpatient","D5",,243,,242,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000022",,"New Outpatient","D5",,262,,260,,2,,0,,0,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000022",,"New Outpatient","D5",,198,,194,,4,,0,,0,,0,,0,,4,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000022",,"New Outpatient","D5",,182,,181,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000022",,"New Outpatient","D5",,227,,226,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000022",,"New Outpatient","D5",,224,,224,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000022",,"New Outpatient","D5",,250,,250,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000022",,"New Outpatient","D5",,259,,259,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000022",,"New Outpatient","D5",,318,,318,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000022",,"New Outpatient","D5",,308,,308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000022",,"New Outpatient","D5",,383,,383,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000022",,"New Outpatient","D5",,430,,430,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000022",,"New Outpatient","D5",,467,,466,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000022",,"New Outpatient","AF",,221,,216,,5,,1,,0,,0,,1,,4,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,,0,,0,,0,,0,
"20130331","S08000022",,"New Outpatient","AF",,240,,239,,1,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000022",,"New Outpatient","AF",,329,,321,,8,,1,,0,,0,,1,,7,,0,,0,,0,,0,,0,,0,,0,,0,,7,,0,,0,,0,,0,,0,
