FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2018/19,"",S08000029,"",A2,"",Cardiology,"",Medical Grouping,"",42,"",92,"",15279,"",38.51780821917808,"",14059,""
2018/19,"",S08000029,"",A7,"",Dermatology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000029,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",17,"",96.1,"",6264,"",16.4986301369863,"",6022,""
2018/19,"",S08000029,"",A9,"",Gastroenterology,"",Medical Grouping,"",26,"",96.3,"",9516,"",25.112328767123287,"",9166,""
2018/19,"",S08000029,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",226,"",97.3,"",82397,"",219.67397260273972,"",80181,""
2018/19,"",S08000029,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2018/19,"",S08000029,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",41,"",54.8,"",14928,"",22.41917808219178,"",8183,""
2018/19,"",S08000029,"",AG,"",Renal Medicine,"",Medical Grouping,"",25,"",95.9,"",9198,"",24.156164383561645,"",8817,""
2018/19,"",S08000029,"",AH,"",Neurology,"",Medical Grouping,"",0,"",100,"",6,"",0.01643835616438356,"",6,""
2018/19,"",S08000029,"",AM,"",Palliative Medicine,"",Medical Grouping,"",23,"",85,"",8472,"",19.726027397260275,"",7200,""
2018/19,"",S08000029,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",13,"",63.9,"",4738,"",8.295890410958904,"",3028,""
2018/19,"",S08000029,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",39,"",98.1,"",14079,"",37.85205479452055,"",13816,""
2018/19,"",S08000029,"",AR,"",Rheumatology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000029,"",C1,"",General Surgery,"",Surgery Grouping,"",78,"",69.9,"",28440,"",54.45205479452055,"",19875,""
2018/19,"",S08000029,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",1,"",100,"",324,"",0.8876712328767123,"",324,""
2018/19,"",S08000029,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",6,"",49.2,"",2193,"",2.958904109589041,"",1080,""
2018/19,"",S08000029,"",C3,"",Anaesthetics,"",Surgery Grouping,"",9,"",69.3,"",3160,"",5.997260273972603,"",2189,""
2018/19,"",S08000029,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",10,"",46.9,"",3618,"",4.652054794520548,"",1698,""
2018/19,"",S08000029,"",C7,"",Ophthalmology,"",Surgery Grouping,"",1,"",100,"",266,"",0.7287671232876712,"",266,""
2018/19,"",S08000029,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",54,"",81,"",19558,"",43.41917808219178,"",15848,""
2018/19,"",S08000029,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",12,"",0.03287671232876712,"",12,""
2018/19,"",S08000029,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",11,"",0.030136986301369864,"",11,""
2018/19,"",S08000029,"",CB,"",Urology,"",Surgery Grouping,"",20,"",86.2,"",7232,"",17.07123287671233,"",6231,""
2018/19,"",S08000029,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",67,"",90.4,"",24484,"",60.63835616438356,"",22133,""
2018/19,"",S08000029,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",11,"",67.1,"",4148,"",7.63013698630137,"",2785,""
2018/19,"",S08000029,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",56,"",40.5,"",20514,"",22.767123287671232,"",8310,""
2018/19,"",S08000029,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",134,"",76.1,"",48842,"",101.78904109589041,"",37153,""
2018/19,"",S08000029,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",0,"",100,"",17,"",0.04657534246575343,"",17,""
2018/19,"",S08000029,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",19,"",91,"",6771,"",16.87945205479452,"",6161,""
2018/19,"",S08000029,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",113,"",70.2,"",41261,"",79.30958904109589,"",28948,""
2018/19,"",S08000029,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",29,"",96.4,"",10606,"",28.01095890410959,"",10224,""
2018/19,"",S08000029,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",33,"",89.9,"",11948,"",29.438356164383563,"",10745,""
2018/19,"",S08000029,"",H2,"",Clinical Oncology,"",Medical Grouping,"",0,"",100,"",14,"",0.038356164383561646,"",14,""
2018/19,"",S08000029,"",J4,"",Haematology,"",Medical Grouping,"",11,"",91.2,"",4160,"",10.394520547945206,"",3794,""
2018/19,"",S08000029,"",,z,All Acute Specialties,d,All Acute Specialties,d,709,"",86.7,"",258746,"",614.8712328767124,"",224428,""
2018/19,"",S08000029,"",,z,All Specialties,d,All Specialties,d,1218,"",81,"",444469,"",986.7890410958904,"",360178,""
2018/19,"",S08000029,"",,z,Community Grouping,d,Community Grouping,"",67,"",90.4,"",24484,"",60.63835616438356,"",22133,""
2018/19,"",S08000029,"",,z,Emergency Grouping,d,Emergency Grouping,"",6,"",49.2,"",2193,"",2.958904109589041,"",1080,""
2018/19,"",S08000029,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",29,"",96.4,"",10606,"",28.01095890410959,"",10224,""
2018/19,"",S08000029,"",,z,Medical Grouping,d,Medical Grouping,"",537,"",90.7,"",196136,"",487.63013698630135,"",177985,""
2018/19,"",S08000029,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",265,"",74.6,"",96891,"",198.0246575342466,"",72279,""
2018/19,"",S08000029,"",,z,Other Grouping,d,Other Grouping,"",33,"",89.9,"",11948,"",29.438356164383563,"",10745,""
2018/19,"",S08000029,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",41,"",54.8,"",14939,"",22.44931506849315,"",8194,""
2018/19,"",S08000029,"",,z,Surgery Grouping,d,Surgery Grouping,"",172,"",74.2,"",62610,"",127.24109589041096,"",46443,""
2018/19,"",S08000029,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",68,"",45,"",24662,"",30.397260273972602,"",11095,""
2018/19,"",S08000030,"",A1,"",General Medicine,"",Medical Grouping,"",219,"",75.2,"",79840,"",164.55342465753424,"",60062,""
2018/19,"",S08000030,"",A2,"",Cardiology,"",Medical Grouping,"",44,"",80.7,"",16046,"",35.46849315068493,"",12946,""
2018/19,"",S08000030,"",A6,"",Infectious Diseases,"",Medical Grouping,"",15,"",82,"",5475,"",12.293150684931506,"",4487,""
2018/19,"",S08000030,"",A7,"",Dermatology,"",Medical Grouping,"",12,"",53.8,"",4560,"",6.723287671232876,"",2454,""
2018/19,"",S08000030,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",3,"",100,"",1004,"",2.750684931506849,"",1004,""
2018/19,"",S08000030,"",A9,"",Gastroenterology,"",Medical Grouping,"",34,"",78.5,"",12339,"",26.545205479452054,"",9689,""
2018/19,"",S08000030,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",217,"",87.4,"",79050,"",189.3945205479452,"",69129,""
2018/19,"",S08000030,"",AD,"",Medical Oncology,"",Medical Grouping,"",2,"",100,"",591,"",1.6191780821917807,"",591,""
2018/19,"",S08000030,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",65,"",56.2,"",23785,"",36.62465753424657,"",13368,""
2018/19,"",S08000030,"",AG,"",Renal Medicine,"",Medical Grouping,"",16,"",76.7,"",5761,"",12.104109589041096,"",4418,""
2018/19,"",S08000030,"",AH,"",Neurology,"",Medical Grouping,"",12,"",81.8,"",4335,"",9.717808219178082,"",3547,""
2018/19,"",S08000030,"",AM,"",Palliative Medicine,"",Medical Grouping,"",31,"",82.8,"",11391,"",25.838356164383562,"",9431,""
2018/19,"",S08000030,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",38,"",81,"",13740,"",30.473972602739725,"",11123,""
2018/19,"",S08000030,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",32,"",89.1,"",11759,"",28.71232876712329,"",10480,""
2018/19,"",S08000030,"",AR,"",Rheumatology,"",Medical Grouping,"",1,"",100,"",186,"",0.5095890410958904,"",186,""
2018/19,"",S08000030,"",C1,"",General Surgery,"",Surgery Grouping,"",148,"",77.4,"",54135,"",114.77534246575343,"",41893,""
2018/19,"",S08000030,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",3,"",100,"",1088,"",2.9808219178082194,"",1088,""
2018/19,"",S08000030,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",8,"",42.4,"",2959,"",3.4383561643835616,"",1255,""
2018/19,"",S08000030,"",C3,"",Anaesthetics,"",Surgery Grouping,"",11,"",55.3,"",3969,"",6.008219178082192,"",2193,""
2018/19,"",S08000030,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",16,"",53.5,"",5664,"",8.295890410958904,"",3028,""
2018/19,"",S08000030,"",C6,"",Neurosurgery,"",Surgery Grouping,"",18,"",65.2,"",6694,"",11.953424657534246,"",4363,""
2018/19,"",S08000030,"",C7,"",Ophthalmology,"",Surgery Grouping,"",6,"",44.1,"",2327,"",2.8109589041095893,"",1026,""
2018/19,"",S08000030,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",97,"",74.1,"",35474,"",72.03561643835616,"",26293,""
2018/19,"",S08000030,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",14,"",81.6,"",5079,"",11.35068493150685,"",4143,""
2018/19,"",S08000030,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",76,"",0.20821917808219179,"",76,""
2018/19,"",S08000030,"",CB,"",Urology,"",Surgery Grouping,"",19,"",84.5,"",7040,"",16.295890410958904,"",5948,""
2018/19,"",S08000030,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",48,"",0.13150684931506848,"",48,""
2018/19,"",S08000030,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",11,"",0.030136986301369864,"",11,""
2018/19,"",S08000030,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000030,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",79,"",74,"",29012,"",58.8027397260274,"",21463,""
2018/19,"",S08000030,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",29,"",26.2,"",10626,"",7.635616438356164,"",2787,""
2018/19,"",S08000030,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",45,"",66.9,"",16579,"",30.4027397260274,"",11097,""
2018/19,"",S08000030,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",138,"",83.4,"",50425,"",115.20821917808219,"",42051,""
2018/19,"",S08000030,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",11,"",77.8,"",4176,"",8.901369863013699,"",3249,""
2018/19,"",S08000030,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",67,"",68.7,"",24454,"",46.04383561643836,"",16806,""
2018/19,"",S08000030,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",133,"",90.8,"",48708,"",121.1945205479452,"",44236,""
2018/19,"",S08000030,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",36,"",70.9,"",13109,"",25.473972602739725,"",9298,""
2018/19,"",S08000030,"",H2,"",Clinical Oncology,"",Medical Grouping,"",27,"",77.4,"",9845,"",20.86849315068493,"",7617,""
2018/19,"",S08000030,"",J4,"",Haematology,"",Medical Grouping,"",14,"",88.4,"",4933,"",11.953424657534246,"",4363,""
2018/19,"",S08000030,"",J5,"",Immunology,"",Medical Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2018/19,"",S08000030,"",T21,"",Community Midwifery,"",Women and Newborn Grouping,"",14,"",27.2,"",5055,"",3.7643835616438355,"",1374,""
2018/19,"",S08000030,"",,z,All Acute Specialties,d,All Acute Specialties,d,1047,"",78.9,"",382327,"",826.0383561643836,"",301504,""
2018/19,"",S08000030,"",,z,All Specialties,d,All Specialties,d,1675,"",76.7,"",611350,"",1283.8986301369864,"",468623,""
2018/19,"",S08000030,"",,z,Community Grouping,d,Community Grouping,"",79,"",74,"",29012,"",58.8027397260274,"",21463,""
2018/19,"",S08000030,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",59,"",0.16164383561643836,"",59,""
2018/19,"",S08000030,"",,z,Emergency Grouping,d,Emergency Grouping,"",8,"",42.4,"",2959,"",3.4383561643835616,"",1255,""
2018/19,"",S08000030,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",36,"",70.9,"",13109,"",25.473972602739725,"",9298,""
2018/19,"",S08000030,"",,z,Medical Grouping,d,Medical Grouping,"",715,"",81.1,"",260857,"",579.5315068493151,"",211529,""
2018/19,"",S08000030,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",350,"",83.2,"",127763,"",291.34794520547945,"",106342,""
2018/19,"",S08000030,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",65,"",56.3,"",23861,"",36.83287671232877,"",13444,""
2018/19,"",S08000030,"",,z,Surgery Grouping,d,Surgery Grouping,"",333,"",74.1,"",121470,"",246.5068493150685,"",89975,""
2018/19,"",S08000030,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",88,"",47.3,"",32260,"",41.8027397260274,"",15258,""
2018/19,"",S08000031,"",A1,"",General Medicine,"",Medical Grouping,"",883,"",90.1,"",322335,"",795.7506849315068,"",290449,""
2018/19,"",S08000031,"",A2,"",Cardiology,"",Medical Grouping,"",155,"",91.1,"",56725,"",141.55068493150685,"",51666,""
2018/19,"",S08000031,"",A6,"",Infectious Diseases,"",Medical Grouping,"",29,"",95.9,"",10522,"",27.65753424657534,"",10095,""
2018/19,"",S08000031,"",A7,"",Dermatology,"",Medical Grouping,"",4,"",85.4,"",1625,"",3.802739726027397,"",1388,""
2018/19,"",S08000031,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",4,"",97.4,"",1363,"",3.6356164383561644,"",1327,""
2018/19,"",S08000031,"",A9,"",Gastroenterology,"",Medical Grouping,"",86,"",96.3,"",31252,"",82.47671232876712,"",30104,""
2018/19,"",S08000031,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",975,"",94.5,"",355961,"",921.9780821917808,"",336522,""
2018/19,"",S08000031,"",AD,"",Medical Oncology,"",Medical Grouping,"",37,"",73.4,"",13601,"",27.353424657534248,"",9984,""
2018/19,"",S08000031,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",131,"",77.5,"",47756,"",101.34520547945205,"",36991,""
2018/19,"",S08000031,"",AG,"",Renal Medicine,"",Medical Grouping,"",64,"",89.5,"",23542,"",57.728767123287675,"",21071,""
2018/19,"",S08000031,"",AH,"",Neurology,"",Medical Grouping,"",43,"",84.5,"",15554,"",36.02465753424657,"",13149,""
2018/19,"",S08000031,"",AM,"",Palliative Medicine,"",Medical Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2018/19,"",S08000031,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",69,"",78.9,"",25223,"",54.52328767123288,"",19901,""
2018/19,"",S08000031,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",201,"",96,"",73207,"",192.51232876712328,"",70267,""
2018/19,"",S08000031,"",AR,"",Rheumatology,"",Medical Grouping,"",39,"",98.5,"",14403,"",38.863013698630134,"",14185,""
2018/19,"",S08000031,"",AW,"",Allergy,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000031,"",C1,"",General Surgery,"",Surgery Grouping,"",466,"",79.3,"",170175,"",369.9068493150685,"",135016,""
2018/19,"",S08000031,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",24,"",75.1,"",8672,"",17.846575342465755,"",6514,""
2018/19,"",S08000031,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",14,"",55.3,"",5203,"",7.879452054794521,"",2876,""
2018/19,"",S08000031,"",C3,"",Anaesthetics,"",Surgery Grouping,"",20,"",53,"",7348,"",10.665753424657535,"",3893,""
2018/19,"",S08000031,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",9,"",73.5,"",3161,"",6.364383561643836,"",2323,""
2018/19,"",S08000031,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",40,"",86.5,"",14487,"",34.342465753424655,"",12535,""
2018/19,"",S08000031,"",C6,"",Neurosurgery,"",Surgery Grouping,"",89,"",74.1,"",32520,"",66.06301369863014,"",24113,""
2018/19,"",S08000031,"",C7,"",Ophthalmology,"",Surgery Grouping,"",14,"",50.8,"",5026,"",6.994520547945205,"",2553,""
2018/19,"",S08000031,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",311,"",78.1,"",113685,"",243.23835616438356,"",88782,""
2018/19,"",S08000031,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",45,"",79.6,"",16560,"",36.12328767123287,"",13185,""
2018/19,"",S08000031,"",C91,"",Cleft Lip and Palate Surgery,"",Surgery Grouping,"",1,"",100,"",538,"",1.473972602739726,"",538,""
2018/19,"",S08000031,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",18,"",74.9,"",6640,"",13.63013698630137,"",4975,""
2018/19,"",S08000031,"",CB,"",Urology,"",Surgery Grouping,"",77,"",80.9,"",28134,"",62.37534246575343,"",22767,""
2018/19,"",S08000031,"",CC,"",Intensive Care Medicine,"",Surgery Grouping,"",31,"",71.5,"",11335,"",22.197260273972603,"",8102,""
2018/19,"",S08000031,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",8,"",0.021917808219178082,"",8,""
2018/19,"",S08000031,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",58,"",0.1589041095890411,"",58,""
2018/19,"",S08000031,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",100,"",76,"",0.20821917808219179,"",76,""
2018/19,"",S08000031,"",F1,"",Obstetrics & Gynaecology,"",Obstetrics Grouping,"",0,"",100,"",16,"",0.043835616438356165,"",16,""
2018/19,"",S08000031,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",55,"",65.9,"",20118,"",36.31232876712329,"",13254,""
2018/19,"",S08000031,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",169,"",74.9,"",61619,"",126.46575342465754,"",46160,""
2018/19,"",S08000031,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",569,"",79.3,"",207645,"",450.8602739726027,"",164564,""
2018/19,"",S08000031,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",30,"",73.4,"",11071,"",22.27123287671233,"",8129,""
2018/19,"",S08000031,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",127,"",92.4,"",46355,"",117.3945205479452,"",42849,""
2018/19,"",S08000031,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",411,"",74.4,"",149850,"",305.44109589041096,"",111486,""
2018/19,"",S08000031,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",36,"",90.7,"",13216,"",32.824657534246576,"",11981,""
2018/19,"",S08000031,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",158,"",77.4,"",57681,"",122.38356164383562,"",44670,""
2018/19,"",S08000031,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",34,"",0.09315068493150686,"",34,""
2018/19,"",S08000031,"",H2,"",Clinical Oncology,"",Medical Grouping,"",68,"",71.6,"",24842,"",48.723287671232875,"",17784,""
2018/19,"",S08000031,"",J4,"",Haematology,"",Medical Grouping,"",77,"",86.8,"",27954,"",66.47123287671234,"",24262,""
2018/19,"",S08000031,"",J5,"",Immunology,"",Medical Grouping,"",1,"",22.7,"",203,"",0.12602739726027398,"",46,""
2018/19,"",S08000031,"",RB,"",Physiology,"",Other Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S08000031,"",RK3,"",Ultrasonics,"",Diagnostics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S08000031,"",T2,"",Midwifery,"",Women and Newborn Grouping,"",2,"",1.4,"",868,"",0.03287671232876712,"",12,""
2018/19,"",S08000031,"",XSU,"",Unspecified,"",Other Grouping,"",29,"",0,"",10414,"",0,"",0,""
2018/19,"",S08000031,"",,z,All Acute Specialties,d,All Acute Specialties,d,3863,"",87.4,"",1409990,"",3376.8712328767124,"",1232558,""
2018/19,"",S08000031,"",,z,All Specialties,d,All Specialties,d,5613,"",84,"",2048586,"",4714.1506849315065,"",1720665,""
2018/19,"",S08000031,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",66,"",0.18082191780821918,"",66,""
2018/19,"",S08000031,"",,z,Diagnostics Grouping,d,Diagnostics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S08000031,"",,z,Emergency Grouping,d,Emergency Grouping,"",14,"",55.3,"",5203,"",7.879452054794521,"",2876,""
2018/19,"",S08000031,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",36,"",90.7,"",13216,"",32.824657534246576,"",11981,""
2018/19,"",S08000031,"",,z,Medical Grouping,d,Medical Grouping,"",2735,"",91.4,"",998349,"",2499.2794520547945,"",912237,""
2018/19,"",S08000031,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",1137,"",78.8,"",414921,"",895.9671232876713,"",327028,""
2018/19,"",S08000031,"",,z,Obstetrics Grouping,d,Obstetrics Grouping,"",0,"",100,"",16,"",0.043835616438356165,"",16,""
2018/19,"",S08000031,"",,z,Other Grouping,d,Other Grouping,"",187,"",65.6,"",68096,"",122.38630136986302,"",44671,""
2018/19,"",S08000031,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",149,"",77.2,"",54472,"",115.18356164383562,"",42042,""
2018/19,"",S08000031,"",,z,Surgery Grouping,d,Surgery Grouping,"",1128,"",77.8,"",411641,"",877.5917808219178,"",320321,""
2018/19,"",S08000031,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",226,"",71.9,"",82605,"",162.81095890410958,"",59426,""
2018/19,"",S08000032,"",A1,"",General Medicine,"",Medical Grouping,"",425,"",86.3,"",154957,"",366.2958904109589,"",133698,""
2018/19,"",S08000032,"",A2,"",Cardiology,"",Medical Grouping,"",72,"",93,"",26253,"",66.85753424657534,"",24403,""
2018/19,"",S08000032,"",A6,"",Infectious Diseases,"",Medical Grouping,"",15,"",91,"",5508,"",13.726027397260275,"",5010,""
2018/19,"",S08000032,"",A7,"",Dermatology,"",Medical Grouping,"",2,"",100,"",636,"",1.7424657534246575,"",636,""
2018/19,"",S08000032,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",1,"",100,"",379,"",1.0383561643835617,"",379,""
2018/19,"",S08000032,"",A9,"",Gastroenterology,"",Medical Grouping,"",17,"",100,"",6071,"",16.632876712328766,"",6071,""
2018/19,"",S08000032,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",342,"",94.2,"",124689,"",321.9287671232877,"",117504,""
2018/19,"",S08000032,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000032,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",68,"",36.7,"",24817,"",24.936986301369863,"",9102,""
2018/19,"",S08000032,"",AG,"",Renal Medicine,"",Medical Grouping,"",15,"",89,"",5625,"",13.715068493150685,"",5006,""
2018/19,"",S08000032,"",AM,"",Palliative Medicine,"",Medical Grouping,"",36,e,81.6,e,13273,e,29.665753424657535,e,10828,e
2018/19,"",S08000032,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",13,"",100,"",4866,"",13.331506849315069,"",4866,""
2018/19,"",S08000032,"",AR,"",Rheumatology,"",Medical Grouping,"",2,"",67.1,"",571,"",1.0493150684931507,"",383,""
2018/19,"",S08000032,"",C1,"",General Surgery,"",Surgery Grouping,"",191,"",80.7,"",69827,"",154.42191780821918,"",56364,""
2018/19,"",S08000032,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",5,"",52,"",1760,"",2.5095890410958903,"",916,""
2018/19,"",S08000032,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",2,"",38.8,"",583,"",0.6191780821917808,"",226,""
2018/19,"",S08000032,"",C3,"",Anaesthetics,"",Surgery Grouping,"",16,"",20.7,"",5750,"",3.26027397260274,"",1190,""
2018/19,"",S08000032,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",0,"",100,"",6,"",0.01643835616438356,"",6,""
2018/19,"",S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",19,"",83.8,"",6918,"",15.884931506849314,"",5798,""
2018/19,"",S08000032,"",C7,"",Ophthalmology,"",Surgery Grouping,"",1,"",100,"",374,"",1.0246575342465754,"",374,""
2018/19,"",S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",104,"",90.1,"",37887,"",93.57260273972602,"",34154,""
2018/19,"",S08000032,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",7,"",0.019178082191780823,"",7,""
2018/19,"",S08000032,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S08000032,"",CB,"",Urology,"",Surgery Grouping,"",30,"",78.6,"",11040,"",23.76164383561644,"",8673,""
2018/19,"",S08000032,"",CC,"",Intensive Care Medicine,"",Surgery Grouping,"",0,"",100,"",4,"",0.010958904109589041,"",4,""
2018/19,"",S08000032,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S08000032,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",11,"",72.9,"",3837,"",7.66027397260274,"",2796,""
2018/19,"",S08000032,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",56,"",67.2,"",20536,"",37.83013698630137,"",13808,""
2018/19,"",S08000032,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",121,"",89.8,"",44243,"",108.8027397260274,"",39713,""
2018/19,"",S08000032,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",0,"",100,"",142,"",0.38904109589041097,"",142,""
2018/19,"",S08000032,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",26,"",83.2,"",9416,"",21.471232876712328,"",7837,""
2018/19,"",S08000032,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",244,"",52.1,"",89200,"",127.25479452054795,"",46448,""
2018/19,"",S08000032,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",14,"",97.9,"",5119,"",13.726027397260275,"",5010,""
2018/19,"",S08000032,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",292,"",53.9,"",106557,"",157.28493150684932,"",57409,""
2018/19,"",S08000032,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",45,"",0.1232876712328767,"",45,""
2018/19,"",S08000032,"",J4,"",Haematology,"",Medical Grouping,"",13,"",96.5,"",4924,"",13.024657534246575,"",4754,""
